# Positions des régions de France
ARA	460	455
BFC	470	335
BRE	115	255
CVL	325	310
COR	585	675
GES	505	215
HDF	375	135
IDF	360	220
NOR	260	200
NAQ	250	475
OCC	345	575
PDL	205	305
PAC	540	560
